patch_id,keypoints
15,"110.00,132.00;93.00,143.00;102.00,145.00"
21,"133.00,143.00;111.00,117.00;121.00,146.00"
8,"43.00,89.00;56.00,83.00;71.00,83.00;70.00,96.00;54.00,95.00"
14,"85.00,93.00"
20,"145.00,93.00;112.00,87.00;112.00,102.00"
32,"187.00,91.00"
10,"69.00,169.00"
28,"158.00,171.00"
22,"112.00,172.00;111.00,148.00;112.00,164.00;123.00,162.00;139.00,165.00;140.00,182.00"
26,"159.00,84.00;174.00,83.00;175.00,96.00;159.00,96.00"
16,"85.00,164.00;100.00,162.00"
23,"124.00,185.00;112.00,186.00"
