patch_id,keypoints
15,"107.00,133.00;83.00,138.00;108.00,116.00;94.00,142.00;107.00,147.00"
21,"132.00,139.00;120.00,143.00"
8,"37.00,83.00;50.00,77.00;64.00,78.00;63.00,86.00;49.00,86.00"
14,"78.00,86.00;108.00,82.00;108.00,99.00"
20,"139.00,87.00"
26,"180.00,84.00;153.00,78.00;167.00,78.00;168.00,87.00;154.00,88.00"
10,"50.00,157.00;70.00,151.00"
28,"167.00,157.00"
16,"107.00,161.00;91.00,151.00;107.00,154.00"
22,"124.00,151.00;145.00,152.00;146.00,176.00;124.00,184.00"
17,"106.00,186.00"
