patch_id,keypoints
27,"148.00,131.00;163.00,145.00"
21,"121.00,147.00;147.00,118.00"
8,"64.00,90.00"
14,"108.00,95.00;79.00,83.00;96.00,83.00;94.00,97.00;78.00,96.00"
26,"165.00,95.00;178.00,83.00;179.00,97.00"
32,"204.00,90.00;193.00,83.00;194.00,96.00"
16,"99.00,176.00"
28,"169.00,173.00;154.00,148.00;151.00,162.00;160.00,167.00;159.00,184.00"
22,"142.00,174.00;133.00,148.00;144.00,150.00;116.00,168.00;134.00,163.00;142.00,165.00"
20,"145.00,92.00;146.00,105.00"
29,"149.00,190.00"
23,"140.00,191.00"
