patch_id,keypoints
15,"99.00,138.00;81.00,146.00;100.00,121.00"
21,"128.00,145.00"
2,"35.00,91.00"
14,"77.00,92.00;103.00,87.00;101.00,104.00"
20,"138.00,92.00"
26,"181.00,89.00;152.00,84.00;167.00,84.00;168.00,93.00;153.00,94.00"
10,"70.00,173.00"
28,"155.00,173.00"
16,"108.00,175.00;91.00,150.00;102.00,153.00;85.00,169.00;97.00,167.00;107.00,169.00"
22,"116.00,149.00;119.00,167.00;137.00,168.00;138.00,183.00"
8,"47.00,86.00;60.00,86.00;62.00,95.00;47.00,95.00"
23,"121.00,188.00"
17,"109.00,188.00"
