patch_id,keypoints
15,"93.00,120.00;82.00,139.00;94.00,140.00;107.00,139.00"
9,"70.00,136.00"
21,"121.00,138.00"
2,"23.00,86.00"
8,"72.00,89.00;39.00,78.00;56.00,78.00;56.00,90.00;38.00,89.00"
20,"133.00,89.00"
26,"182.00,90.00;151.00,80.00;168.00,81.00;168.00,92.00;151.00,92.00"
10,"46.00,164.00;63.00,154.00"
28,"152.00,166.00"
16,"95.00,159.00;83.00,149.00;95.00,152.00;110.00,150.00"
14,"98.00,81.00;97.00,94.00;95.00,107.00"
22,"132.00,155.00"
23,"131.00,185.00"
17,"109.00,191.00;93.00,192.00"
