patch_id,keypoints
15,"97.00,134.00;76.00,147.00;96.00,117.00"
21,"120.00,147.00"
2,"27.00,86.00"
8,"69.00,88.00;40.00,80.00;55.00,80.00;54.00,91.00;38.00,91.00"
20,"131.00,88.00;146.00,80.00;147.00,91.00"
26,"176.00,85.00;163.00,80.00;163.00,91.00"
10,"54.00,177.00;70.00,174.00"
22,"143.00,175.00;123.00,174.00;124.00,183.00"
16,"96.00,180.00;86.00,150.00;97.00,152.00;109.00,150.00;84.00,173.00;96.00,176.00;108.00,173.00"
14,"96.00,82.00;96.00,100.00"
17,"108.00,187.00;95.00,187.00"
