patch_id,keypoints
15,"104.00,139.00;105.00,123.00"
16,"85.00,148.00;104.00,181.00;94.00,151.00;104.00,153.00;82.00,173.00;97.00,172.00;105.00,174.00"
22,"126.00,149.00;114.00,150.00;114.00,172.00;130.00,173.00;130.00,182.00"
8,"40.00,94.00;52.00,89.00;67.00,89.00;67.00,99.00;51.00,100.00"
14,"81.00,96.00;107.00,92.00;106.00,108.00"
20,"139.00,96.00"
26,"182.00,96.00;154.00,89.00;170.00,90.00;170.00,100.00;154.00,100.00"
10,"64.00,172.00"
28,"149.00,172.00"
23,"114.00,186.00"
17,"104.00,186.00"
