patch_id,keypoints
16,"100.00,150.00;81.00,155.00;90.00,158.00;101.00,161.00;78.00,184.00;91.00,184.00;108.00,183.00"
22,"123.00,155.00;137.00,182.00;112.00,158.00;121.00,184.00"
8,"39.00,91.00;51.00,88.00;65.00,88.00;64.00,95.00;51.00,95.00"
14,"78.00,92.00;107.00,92.00"
20,"141.00,91.00"
26,"180.00,90.00;154.00,87.00;169.00,88.00;168.00,95.00;155.00,95.00"
10,"64.00,182.00"
17,"99.00,190.00;99.00,186.00;107.00,188.00;98.00,189.00"
15,"105.00,111.00;103.00,130.00"
23,"120.00,187.00"
