patch_id,keypoints
15,"75.00,144.00;80.00,113.00;78.00,128.00"
10,"67.00,153.00;63.00,176.00;72.00,175.00"
16,"106.00,153.00;92.00,183.00;75.00,157.00;84.00,159.00;95.00,156.00;82.00,173.00;91.00,176.00;101.00,173.00"
2,"30.00,96.00"
8,"66.00,101.00;40.00,90.00;54.00,91.00;53.00,103.00;39.00,102.00"
20,"121.00,101.00;134.00,91.00;136.00,103.00"
26,"164.00,98.00;149.00,91.00;151.00,103.00"
22,"143.00,176.00;121.00,175.00"
14,"82.00,98.00"
23,"123.00,191.00"
17,"104.00,196.00;93.00,197.00"
