patch_id,keypoints
21,"138.00,134.00;137.00,114.00"
15,"110.00,144.00"
27,"154.00,144.00"
8,"56.00,85.00;70.00,79.00;69.00,88.00"
14,"98.00,85.00;85.00,78.00;84.00,87.00"
26,"157.00,84.00;171.00,76.00;171.00,86.00"
32,"197.00,82.00;185.00,77.00;185.00,86.00"
16,"78.00,174.00;100.00,170.00"
28,"169.00,173.00;155.00,171.00;154.00,183.00"
22,"130.00,176.00;121.00,148.00;134.00,152.00;145.00,148.00;118.00,168.00;131.00,171.00;143.00,169.00"
20,"134.00,78.00;135.00,97.00"
23,"141.00,188.00;129.00,189.00"
