patch_id,keypoints
15,"80.00,137.00;109.00,147.00;82.00,120.00"
9,"64.00,146.00"
2,"29.00,91.00"
8,"65.00,93.00;40.00,88.00;54.00,87.00;53.00,96.00;39.00,96.00"
20,"127.00,93.00;140.00,88.00;140.00,97.00"
26,"166.00,93.00;154.00,89.00;154.00,97.00"
10,"54.00,176.00;73.00,150.00;65.00,175.00"
22,"133.00,176.00;114.00,174.00"
16,"87.00,180.00;84.00,153.00;96.00,150.00;76.00,174.00;86.00,176.00;98.00,174.00"
14,"88.00,88.00;85.00,104.00"
23,"116.00,185.00"
17,"99.00,189.00;87.00,190.00"
