patch_id,keypoints
21,"112.00,136.00;113.00,121.00"
16,"92.00,149.00;75.00,178.00;102.00,152.00;90.00,172.00;104.00,169.00"
22,"135.00,150.00;114.00,178.00;113.00,154.00;124.00,152.00;113.00,171.00;121.00,169.00;136.00,173.00"
8,"37.00,97.00;51.00,91.00;67.00,91.00;67.00,102.00;50.00,103.00"
14,"83.00,99.00"
20,"145.00,98.00;113.00,92.00;113.00,107.00"
32,"190.00,96.00"
28,"153.00,178.00"
26,"160.00,89.00;177.00,90.00;177.00,102.00;159.00,101.00"
23,"137.00,186.00;123.00,189.00;114.00,189.00"
