patch_id,keypoints
21,"120.00,124.00;140.00,141.00;121.00,111.00;119.00,144.00;130.00,142.00"
15,"98.00,139.00;108.00,142.00"
8,"47.00,88.00;60.00,82.00;60.00,93.00"
14,"90.00,90.00;76.00,81.00;75.00,93.00"
26,"150.00,90.00;164.00,82.00;179.00,83.00;179.00,94.00;164.00,94.00"
32,"191.00,90.00"
16,"76.00,172.00;91.00,162.00;107.00,157.00"
28,"157.00,174.00"
22,"117.00,169.00;118.00,160.00;128.00,158.00;143.00,163.00;143.00,183.00"
20,"121.00,85.00;121.00,98.00"
23,"128.00,188.00;117.00,188.00"
