patch_id,keypoints
21,"128.00,127.00;128.00,112.00;117.00,141.00;129.00,143.00;139.00,141.00"
15,"105.00,139.00"
27,"150.00,139.00"
8,"53.00,90.00;66.00,82.00;65.00,94.00"
14,"96.00,90.00;81.00,81.00;81.00,93.00"
26,"155.00,90.00;169.00,80.00;170.00,92.00"
32,"198.00,87.00;185.00,80.00;186.00,92.00"
16,"74.00,165.00;93.00,160.00"
28,"178.00,164.00;160.00,159.00"
22,"128.00,166.00;114.00,157.00;127.00,159.00;140.00,157.00"
20,"127.00,83.00;128.00,98.00"
29,"162.00,185.00"
23,"143.00,194.00;128.00,195.00"
