patch_id,keypoints
15,"106.00,131.00;87.00,144.00;106.00,114.00;97.00,146.00"
21,"131.00,144.00;120.00,146.00"
8,"45.00,89.00;56.00,81.00;71.00,80.00;70.00,94.00;56.00,93.00"
14,"84.00,90.00;107.00,86.00;107.00,100.00"
20,"140.00,89.00"
26,"181.00,88.00;153.00,81.00;168.00,81.00;169.00,93.00;153.00,93.00"
10,"68.00,170.00"
28,"153.00,171.00"
16,"108.00,176.00;108.00,148.00;84.00,169.00;97.00,167.00;108.00,169.00;108.00,182.00"
22,"118.00,166.00;134.00,168.00;134.00,179.00;119.00,181.00"
