patch_id,keypoints
21,"137.00,141.00;136.00,123.00"
15,"108.00,147.00"
27,"156.00,147.00"
8,"55.00,88.00;69.00,84.00;68.00,93.00"
14,"96.00,91.00;83.00,84.00;82.00,93.00"
26,"156.00,92.00;169.00,86.00;183.00,86.00;183.00,94.00;170.00,94.00"
32,"195.00,91.00"
16,"85.00,172.00;104.00,170.00"
28,"170.00,172.00;156.00,170.00;156.00,184.00"
22,"132.00,178.00;121.00,152.00;134.00,156.00;146.00,152.00;121.00,169.00;133.00,172.00;143.00,169.00"
20,"132.00,87.00;134.00,105.00"
23,"143.00,190.00;131.00,191.00"
