patch_id,keypoints
21,"147.00,145.00;145.00,127.00"
22,"119.00,151.00;140.00,177.00;131.00,155.00;143.00,158.00;113.00,169.00;129.00,167.00;140.00,170.00"
28,"162.00,151.00;174.00,174.00;154.00,155.00;151.00,167.00;163.00,170.00"
8,"67.00,85.00"
14,"107.00,91.00;81.00,82.00;95.00,83.00;94.00,92.00;80.00,91.00"
26,"161.00,91.00;174.00,83.00;175.00,92.00"
32,"198.00,86.00;187.00,82.00;189.00,91.00"
16,"95.00,174.00"
20,"141.00,92.00;143.00,110.00"
29,"164.00,187.00;151.00,193.00"
23,"140.00,194.00"
