patch_id,keypoints
15,"110.00,138.00;91.00,145.00"
21,"134.00,145.00;111.00,120.00"
8,"46.00,86.00;59.00,79.00;73.00,89.00;58.00,89.00"
14,"87.00,87.00;74.00,79.00"
20,"147.00,88.00;114.00,84.00;113.00,102.00"
32,"187.00,87.00"
10,"70.00,168.00"
28,"160.00,169.00"
22,"113.00,172.00;111.00,152.00;121.00,149.00;113.00,165.00;125.00,162.00;141.00,165.00;142.00,180.00"
16,"101.00,149.00;85.00,164.00;100.00,162.00"
26,"160.00,80.00;175.00,80.00;175.00,91.00;161.00,90.00"
23,"125.00,185.00;112.00,186.00"
