patch_id,keypoints
21,"146.00,147.00;145.00,129.00"
22,"116.00,152.00;133.00,175.00;128.00,155.00;139.00,158.00;123.00,167.00;134.00,169.00;144.00,167.00"
28,"157.00,151.00;162.00,171.00;149.00,155.00;153.00,168.00;151.00,181.00"
8,"60.00,90.00"
14,"102.00,93.00;75.00,86.00;90.00,85.00;89.00,96.00;74.00,95.00"
26,"165.00,93.00;178.00,85.00;179.00,96.00"
32,"201.00,90.00;192.00,85.00;192.00,96.00"
16,"82.00,170.00;104.00,168.00"
20,"144.00,92.00;144.00,110.00"
23,"142.00,187.00;131.00,188.00"
