patch_id,keypoints
15,"108.00,133.00;86.00,142.00;109.00,116.00;97.00,146.00"
21,"134.00,142.00;121.00,146.00"
8,"40.00,85.00;53.00,79.00;69.00,79.00;69.00,89.00;53.00,89.00"
14,"83.00,87.00;110.00,81.00;110.00,98.00"
20,"141.00,87.00"
32,"185.00,86.00"
10,"65.00,170.00"
28,"159.00,170.00"
16,"110.00,169.00;109.00,150.00;82.00,162.00;98.00,160.00;110.00,162.00"
26,"157.00,78.00;173.00,79.00;173.00,89.00;158.00,89.00"
22,"124.00,159.00;142.00,162.00;143.00,184.00"
23,"126.00,189.00;111.00,190.00"
