patch_id,keypoints
21,"123.00,118.00;142.00,137.00;113.00,138.00;123.00,139.00;133.00,138.00"
15,"102.00,137.00"
8,"50.00,90.00;62.00,83.00;62.00,94.00"
14,"90.00,89.00;77.00,81.00;77.00,93.00"
26,"149.00,88.00;162.00,81.00;176.00,82.00;176.00,93.00;162.00,92.00"
32,"188.00,89.00"
16,"79.00,170.00;95.00,166.00"
28,"165.00,170.00;149.00,166.00;149.00,176.00"
22,"123.00,171.00;111.00,164.00;123.00,166.00;134.00,164.00;135.00,177.00;123.00,178.00"
20,"121.00,81.00;121.00,93.00;121.00,105.00"
