patch_id,keypoints
27,"152.00,134.00;169.00,142.00;151.00,117.00;159.00,146.00"
21,"123.00,142.00;135.00,145.00"
8,"68.00,87.00"
14,"109.00,89.00;82.00,80.00;96.00,80.00;95.00,90.00;81.00,90.00"
26,"169.00,91.00;149.00,101.00;182.00,82.00;183.00,92.00"
32,"207.00,90.00;196.00,82.00;196.00,92.00"
16,"91.00,169.00"
34,"186.00,170.00"
22,"147.00,169.00;113.00,164.00;134.00,161.00;147.00,164.00"
20,"147.00,85.00"
28,"148.00,149.00;159.00,161.00;174.00,163.00;175.00,184.00"
29,"161.00,191.00;148.00,192.00"
