patch_id,keypoints
21,"143.00,137.00;116.00,146.00;140.00,117.00"
27,"160.00,146.00"
8,"55.00,79.00;67.00,86.00"
14,"100.00,83.00;85.00,87.00"
26,"161.00,82.00;177.00,85.00"
32,"203.00,77.00;193.00,85.00"
16,"94.00,174.00"
28,"171.00,174.00;150.00,150.00;158.00,174.00"
22,"138.00,181.00;128.00,150.00;140.00,153.00;113.00,174.00;130.00,173.00;138.00,175.00;146.00,173.00"
20,"136.00,77.00;138.00,97.00"
7,"68.00,71.00"
13,"85.00,72.00"
25,"175.00,71.00"
31,"191.00,70.00"
29,"158.00,186.00"
23,"147.00,191.00;138.00,192.00"
