patch_id,keypoints
15,"109.00,135.00;87.00,145.00;109.00,118.00"
21,"130.00,146.00"
2,"36.00,84.00"
14,"81.00,88.00;110.00,84.00;110.00,101.00"
20,"140.00,89.00"
26,"184.00,86.00;155.00,81.00;170.00,81.00;171.00,92.00;156.00,92.00"
10,"72.00,173.00"
28,"148.00,174.00"
16,"108.00,173.00;98.00,148.00;108.00,151.00;87.00,166.00;100.00,163.00;108.00,166.00"
22,"120.00,149.00;119.00,164.00;133.00,168.00;133.00,182.00"
8,"50.00,79.00;66.00,80.00;66.00,90.00;49.00,90.00"
23,"119.00,185.00"
17,"108.00,186.00"
