patch_id,keypoints
21,"123.00,143.00;144.00,146.00;121.00,125.00"
15,"97.00,145.00"
8,"48.00,91.00;60.00,86.00;60.00,93.00"
14,"88.00,92.00;75.00,85.00;74.00,93.00"
26,"152.00,92.00;164.00,87.00;178.00,87.00;178.00,94.00;165.00,94.00"
32,"190.00,92.00"
10,"68.00,163.00"
28,"168.00,165.00;151.00,161.00"
22,"120.00,168.00;121.00,154.00;134.00,150.00;120.00,163.00;133.00,161.00"
20,"121.00,88.00;121.00,106.00"
16,"109.00,150.00;86.00,161.00;106.00,161.00"
29,"152.00,187.00"
23,"133.00,197.00;119.00,198.00"
