patch_id,keypoints
21,"135.00,128.00;120.00,140.00;133.00,143.00;144.00,140.00"
15,"108.00,136.00"
27,"154.00,136.00"
8,"52.00,77.00;66.00,82.00"
14,"96.00,79.00;82.00,82.00"
26,"157.00,80.00;172.00,81.00"
32,"199.00,77.00;187.00,81.00"
16,"78.00,163.00;99.00,158.00"
28,"176.00,163.00;161.00,158.00;162.00,182.00"
22,"132.00,164.00;118.00,156.00;131.00,159.00;144.00,156.00"
20,"131.00,76.00;132.00,93.00;133.00,110.00"
7,"67.00,71.00"
13,"82.00,71.00"
25,"172.00,71.00"
31,"186.00,71.00"
23,"146.00,190.00;132.00,192.00"
