patch_id,keypoints
22,"129.00,155.00;125.00,183.00;114.00,161.00;127.00,165.00;139.00,162.00;114.00,175.00;126.00,178.00;136.00,176.00"
16,"102.00,157.00;81.00,175.00;99.00,176.00"
28,"150.00,157.00;165.00,177.00;150.00,176.00"
8,"52.00,97.00;66.00,95.00;65.00,102.00"
14,"94.00,100.00;80.00,95.00;79.00,102.00"
26,"155.00,101.00;169.00,96.00;183.00,97.00;183.00,104.00;169.00,104.00"
32,"196.00,100.00"
20,"128.00,101.00"
21,"128.00,120.00;129.00,137.00"
29,"150.00,187.00"
23,"136.00,191.00;125.00,192.00"
