patch_id,keypoints
27,"151.00,139.00;164.00,147.00;149.00,121.00"
21,"120.00,146.00"
8,"68.00,90.00"
14,"108.00,93.00;82.00,85.00;96.00,85.00;95.00,95.00;80.00,95.00"
26,"162.00,95.00;174.00,87.00;175.00,98.00"
32,"198.00,94.00;188.00,88.00;188.00,98.00"
16,"86.00,168.00;110.00,169.00"
28,"173.00,171.00;155.00,151.00;150.00,169.00;162.00,170.00"
22,"139.00,176.00;132.00,149.00;145.00,153.00;129.00,169.00;140.00,172.00"
20,"144.00,90.00;146.00,106.00"
29,"160.00,186.00;148.00,192.00"
23,"137.00,193.00"
