patch_id,keypoints
21,"128.00,130.00;145.00,142.00;127.00,114.00;116.00,145.00;127.00,147.00;136.00,144.00"
15,"106.00,143.00"
8,"52.00,89.00;64.00,83.00;64.00,93.00"
14,"91.00,88.00;78.00,81.00;78.00,92.00"
26,"152.00,87.00;164.00,82.00;178.00,82.00;178.00,93.00;164.00,92.00"
32,"188.00,89.00"
16,"83.00,173.00;100.00,170.00"
28,"165.00,172.00;150.00,169.00;151.00,180.00"
22,"126.00,176.00;114.00,168.00;126.00,171.00;136.00,168.00;138.00,183.00;127.00,183.00"
20,"124.00,84.00;126.00,99.00"
