patch_id,keypoints
21,"130.00,142.00;130.00,125.00"
16,"107.00,149.00;81.00,170.00;100.00,168.00"
28,"150.00,149.00;168.00,170.00;152.00,169.00;152.00,182.00"
8,"55.00,94.00;69.00,88.00;68.00,99.00"
14,"97.00,96.00;84.00,88.00;83.00,99.00"
26,"159.00,96.00;171.00,87.00;172.00,97.00"
32,"198.00,92.00;185.00,87.00;187.00,97.00"
22,"127.00,176.00;118.00,152.00;129.00,155.00;140.00,153.00;117.00,166.00;127.00,169.00;137.00,167.00"
20,"131.00,93.00;131.00,109.00"
23,"137.00,188.00;126.00,189.00"
