patch_id,keypoints
21,"117.00,147.00;114.00,111.00;117.00,129.00"
16,"91.00,149.00;103.00,153.00;83.00,163.00;102.00,163.00"
22,"141.00,150.00;114.00,171.00;116.00,158.00;129.00,154.00;116.00,166.00;129.00,164.00"
8,"38.00,89.00;51.00,84.00;68.00,84.00;66.00,96.00;50.00,95.00"
14,"82.00,94.00"
20,"146.00,94.00;114.00,92.00"
32,"190.00,91.00"
10,"64.00,164.00"
28,"167.00,168.00;148.00,165.00"
26,"160.00,85.00;177.00,85.00;177.00,97.00;161.00,97.00"
29,"149.00,189.00"
23,"130.00,196.00;114.00,196.00"
