patch_id,keypoints
21,"134.00,137.00;133.00,121.00"
16,"110.00,150.00;88.00,176.00;107.00,173.00"
28,"156.00,150.00;177.00,174.00;160.00,172.00"
8,"52.00,94.00;68.00,88.00;67.00,99.00"
14,"98.00,97.00;84.00,87.00;83.00,99.00"
26,"159.00,98.00;174.00,89.00;174.00,101.00"
32,"202.00,97.00;189.00,90.00;190.00,101.00"
22,"134.00,179.00;121.00,152.00;134.00,154.00;145.00,152.00;124.00,169.00;134.00,171.00;145.00,169.00"
20,"132.00,92.00;132.00,107.00"
29,"162.00,185.00"
23,"147.00,188.00;136.00,189.00"
