patch_id,keypoints
15,"108.00,138.00;85.00,146.00;109.00,121.00"
21,"133.00,147.00"
8,"43.00,92.00;56.00,86.00;71.00,86.00;71.00,95.00;56.00,95.00"
14,"84.00,93.00;110.00,106.00"
20,"140.00,93.00;111.00,90.00"
26,"181.00,92.00;154.00,86.00;169.00,86.00;169.00,95.00;154.00,95.00"
10,"67.00,176.00"
28,"153.00,178.00"
16,"109.00,179.00;96.00,151.00;108.00,154.00;82.00,170.00;97.00,168.00;108.00,172.00"
22,"121.00,151.00;121.00,168.00;138.00,172.00"
23,"139.00,189.00;123.00,194.00"
17,"109.00,195.00"
