patch_id,keypoints
22,"118.00,149.00;142.00,155.00;117.00,178.00;118.00,161.00;130.00,158.00;117.00,174.00;128.00,172.00;144.00,172.00"
16,"92.00,156.00;105.00,158.00;87.00,171.00;105.00,171.00"
8,"37.00,94.00;53.00,88.00;69.00,88.00;68.00,101.00;51.00,100.00"
14,"84.00,99.00"
20,"147.00,99.00;118.00,95.00"
32,"192.00,94.00"
10,"69.00,172.00"
28,"160.00,172.00"
21,"118.00,114.00;118.00,131.00"
26,"162.00,88.00;178.00,88.00;179.00,100.00;162.00,100.00"
23,"144.00,188.00;128.00,197.00;116.00,198.00"
