patch_id,keypoints
21,"129.00,134.00;128.00,118.00"
15,"104.00,145.00"
27,"149.00,145.00"
8,"51.00,91.00;65.00,87.00;64.00,94.00"
14,"92.00,92.00;78.00,87.00;78.00,94.00"
26,"153.00,93.00;167.00,88.00;180.00,89.00;180.00,95.00;167.00,95.00"
32,"193.00,93.00"
16,"82.00,174.00;100.00,170.00"
28,"166.00,174.00;150.00,169.00"
22,"127.00,176.00;116.00,148.00;128.00,150.00;139.00,148.00;116.00,166.00;127.00,168.00;137.00,166.00"
20,"126.00,89.00;127.00,104.00"
29,"151.00,185.00"
23,"137.00,189.00;127.00,190.00"
