patch_id,keypoints
21,"134.00,135.00;134.00,117.00;118.00,145.00;142.00,146.00"
15,"106.00,141.00"
27,"152.00,143.00"
8,"57.00,81.00;72.00,76.00;70.00,85.00"
14,"99.00,84.00;86.00,76.00;85.00,86.00"
26,"159.00,87.00;173.00,80.00;174.00,90.00"
32,"200.00,87.00;187.00,81.00;188.00,90.00"
16,"77.00,163.00;98.00,163.00"
28,"170.00,167.00;154.00,165.00;153.00,177.00"
22,"127.00,172.00;130.00,149.00;116.00,162.00;128.00,166.00;139.00,163.00;138.00,182.00;126.00,182.00"
20,"134.00,83.00;134.00,100.00"
