patch_id,keypoints
15,"102.00,132.00;82.00,143.00;103.00,117.00;92.00,146.00"
21,"125.00,144.00;114.00,146.00"
8,"37.00,87.00;51.00,81.00;68.00,80.00;67.00,93.00;50.00,93.00"
14,"80.00,90.00;105.00,87.00;104.00,102.00"
20,"137.00,89.00"
26,"181.00,87.00;152.00,79.00;168.00,79.00;169.00,92.00;152.00,92.00"
10,"69.00,176.00"
22,"144.00,177.00;114.00,165.00;129.00,170.00;129.00,184.00"
16,"103.00,175.00;103.00,149.00;81.00,169.00;94.00,165.00;103.00,167.00"
23,"114.00,187.00"
17,"102.00,188.00"
