patch_id,keypoints
15,"110.00,138.00;89.00,147.00;110.00,121.00"
21,"137.00,147.00"
8,"37.00,89.00;51.00,84.00;66.00,83.00;66.00,93.00;51.00,93.00"
14,"81.00,91.00;109.00,88.00;110.00,105.00"
20,"143.00,91.00"
32,"188.00,88.00"
10,"70.00,170.00"
28,"157.00,169.00"
22,"113.00,175.00;112.00,154.00;124.00,150.00;113.00,168.00;124.00,165.00;141.00,166.00;142.00,183.00"
16,"100.00,150.00;85.00,167.00;101.00,166.00"
26,"157.00,83.00;173.00,83.00;174.00,93.00;158.00,92.00"
23,"126.00,190.00;113.00,191.00"
