patch_id,keypoints
15,"85.00,136.00;86.00,119.00"
9,"65.00,145.00"
21,"112.00,147.00"
2,"27.00,83.00"
8,"68.00,88.00;38.00,78.00;54.00,79.00;53.00,90.00;37.00,89.00"
20,"121.00,89.00;134.00,80.00;135.00,93.00"
26,"165.00,88.00;151.00,82.00;151.00,93.00"
10,"53.00,171.00;66.00,168.00"
22,"132.00,172.00;114.00,169.00;114.00,182.00"
16,"88.00,175.00;76.00,150.00;87.00,153.00;100.00,150.00;78.00,167.00;88.00,170.00;99.00,167.00"
14,"89.00,84.00;88.00,102.00"
17,"100.00,187.00;88.00,188.00"
