patch_id,keypoints
21,"126.00,133.00;125.00,118.00"
16,"104.00,148.00;84.00,181.00;101.00,175.00"
22,"144.00,148.00;124.00,181.00;114.00,150.00;125.00,152.00;135.00,150.00;114.00,170.00;124.00,173.00;132.00,170.00;144.00,174.00"
8,"51.00,90.00;64.00,83.00;64.00,95.00"
14,"94.00,92.00;80.00,82.00;79.00,95.00"
26,"152.00,92.00;165.00,82.00;181.00,83.00;181.00,96.00;165.00,96.00"
32,"194.00,90.00"
28,"157.00,181.00"
20,"124.00,88.00;125.00,103.00"
23,"144.00,186.00;132.00,189.00;123.00,190.00"
