patch_id,keypoints
21,"111.00,144.00;112.00,127.00"
16,"91.00,150.00;110.00,177.00;100.00,155.00;110.00,158.00;87.00,171.00;101.00,169.00;110.00,172.00"
22,"130.00,152.00;121.00,155.00;121.00,170.00;136.00,173.00;135.00,183.00"
8,"49.00,89.00;62.00,84.00;60.00,95.00"
14,"89.00,94.00;77.00,85.00;76.00,96.00"
20,"144.00,96.00;114.00,92.00;113.00,110.00"
26,"182.00,96.00;158.00,89.00;172.00,89.00;173.00,100.00;158.00,100.00"
10,"70.00,175.00"
28,"150.00,176.00"
23,"120.00,187.00"
17,"108.00,187.00"
