patch_id,keypoints
21,"111.00,138.00;111.00,123.00"
16,"89.00,149.00;100.00,151.00;110.00,153.00;84.00,168.00;100.00,165.00"
22,"133.00,150.00;111.00,175.00;121.00,151.00;111.00,167.00;123.00,165.00;142.00,168.00;142.00,182.00"
8,"39.00,96.00;54.00,90.00;70.00,90.00;69.00,101.00;53.00,100.00"
14,"83.00,99.00"
20,"142.00,98.00;112.00,92.00;112.00,108.00"
32,"185.00,95.00"
10,"66.00,170.00"
28,"161.00,170.00"
26,"156.00,89.00;172.00,89.00;173.00,99.00;158.00,100.00"
23,"123.00,187.00"
17,"110.00,188.00"
