patch_id,keypoints
21,"131.00,127.00;131.00,111.00;120.00,143.00;130.00,145.00;140.00,143.00"
15,"110.00,140.00"
27,"149.00,141.00"
8,"57.00,85.00;70.00,78.00;70.00,89.00"
14,"99.00,87.00;86.00,78.00;85.00,90.00"
26,"157.00,88.00;171.00,79.00;171.00,91.00"
32,"198.00,87.00;185.00,79.00;186.00,91.00"
16,"82.00,172.00;102.00,165.00"
28,"172.00,171.00;156.00,165.00;157.00,184.00"
22,"130.00,172.00;119.00,161.00;130.00,163.00;141.00,161.00"
20,"130.00,81.00;130.00,96.00"
23,"141.00,189.00;130.00,189.00"
