patch_id,keypoints
14,"108.00,106.00;77.00,82.00;108.00,83.00;108.00,94.00"
15,"87.00,124.00;97.00,126.00;107.00,127.00;96.00,144.00;107.00,145.00"
21,"127.00,124.00;118.00,125.00;120.00,143.00"
2,"35.00,83.00"
20,"139.00,81.00"
26,"181.00,83.00;154.00,74.00;169.00,75.00;169.00,85.00;154.00,84.00"
10,"62.00,167.00"
28,"151.00,165.00"
16,"107.00,155.00;78.00,151.00"
13,"107.00,72.00"
8,"48.00,75.00;63.00,74.00;63.00,84.00;48.00,85.00"
22,"137.00,150.00;137.00,179.00"
23,"121.00,185.00"
17,"107.00,186.00"
