patch_id,keypoints
21,"125.00,144.00;125.00,126.00"
16,"102.00,150.00;75.00,169.00;94.00,170.00"
22,"147.00,151.00;124.00,182.00;113.00,154.00;125.00,158.00;136.00,154.00;113.00,170.00;124.00,173.00;136.00,171.00"
8,"47.00,89.00;62.00,84.00;60.00,95.00"
14,"92.00,94.00;78.00,84.00;76.00,96.00"
26,"155.00,95.00;169.00,85.00;171.00,97.00"
32,"199.00,91.00;186.00,84.00;187.00,96.00"
28,"173.00,172.00;154.00,172.00"
20,"125.00,91.00;125.00,108.00"
29,"155.00,191.00"
23,"137.00,199.00;124.00,200.00"
