patch_id,keypoints
15,"101.00,147.00;101.00,128.00"
16,"77.00,150.00;102.00,175.00;88.00,155.00;101.00,160.00;88.00,168.00;102.00,171.00"
22,"127.00,151.00;114.00,155.00;117.00,168.00;138.00,167.00"
2,"30.00,88.00"
8,"72.00,92.00;44.00,81.00;59.00,82.00;57.00,93.00;42.00,92.00"
20,"133.00,93.00;146.00,83.00"
26,"175.00,89.00;162.00,82.00;163.00,94.00;148.00,94.00"
10,"48.00,166.00;68.00,167.00"
28,"160.00,168.00"
14,"101.00,90.00;101.00,109.00"
23,"140.00,193.00;118.00,203.00"
17,"102.00,204.00"
