patch_id,keypoints
15,"106.00,141.00;106.00,125.00"
16,"87.00,148.00;108.00,175.00;96.00,151.00;107.00,154.00;84.00,169.00;98.00,167.00;108.00,169.00"
22,"127.00,149.00;117.00,151.00;118.00,167.00;134.00,170.00"
8,"40.00,94.00;54.00,88.00;68.00,88.00;67.00,98.00;53.00,98.00"
14,"79.00,96.00;106.00,95.00;106.00,110.00"
20,"136.00,97.00"
26,"176.00,96.00;149.00,90.00;163.00,90.00;164.00,100.00;149.00,100.00"
10,"69.00,171.00"
28,"150.00,173.00"
23,"135.00,189.00;119.00,196.00"
17,"108.00,197.00"
