patch_id,keypoints
15,"86.00,141.00;88.00,123.00"
10,"70.00,149.00;57.00,175.00;67.00,170.00"
22,"116.00,150.00;138.00,175.00;123.00,169.00"
2,"33.00,87.00"
8,"72.00,90.00;44.00,80.00;59.00,81.00;58.00,92.00;43.00,91.00"
20,"126.00,90.00;139.00,82.00;140.00,92.00"
26,"169.00,89.00;155.00,82.00;155.00,92.00"
16,"93.00,179.00;80.00,153.00;91.00,156.00;103.00,153.00;81.00,168.00;93.00,171.00;105.00,168.00"
14,"92.00,88.00;90.00,106.00"
23,"123.00,187.00"
17,"106.00,197.00;92.00,198.00"
