patch_id,keypoints
15,"105.00,132.00;88.00,147.00;105.00,117.00"
21,"129.00,145.00"
8,"43.00,85.00;56.00,79.00;71.00,78.00;69.00,94.00;54.00,93.00"
14,"84.00,91.00;105.00,88.00;105.00,103.00"
20,"136.00,90.00"
26,"178.00,83.00;148.00,78.00;164.00,77.00;166.00,92.00;149.00,93.00"
16,"78.00,176.00;110.00,179.00;97.00,149.00;108.00,151.00;90.00,173.00;101.00,169.00;109.00,171.00"
22,"147.00,174.00;118.00,148.00;116.00,168.00;130.00,171.00;132.00,184.00"
23,"118.00,189.00"
17,"110.00,191.00"
