patch_id,keypoints
21,"125.00,119.00;111.00,137.00;124.00,139.00;137.00,137.00"
15,"98.00,135.00"
27,"149.00,135.00"
8,"50.00,92.00;63.00,88.00;63.00,96.00"
14,"90.00,93.00;76.00,87.00;77.00,96.00"
26,"150.00,92.00;163.00,87.00;176.00,87.00;177.00,96.00;163.00,95.00"
32,"188.00,92.00"
16,"83.00,176.00;98.00,162.00"
28,"163.00,174.00;151.00,160.00;153.00,181.00"
22,"126.00,168.00;114.00,154.00;126.00,156.00;137.00,153.00"
20,"123.00,84.00;124.00,96.00;124.00,107.00"
23,"139.00,185.00;127.00,186.00"
