patch_id,keypoints
15,"106.00,121.00;81.00,135.00;93.00,138.00;105.00,140.00"
21,"130.00,137.00;118.00,138.00"
8,"38.00,82.00;51.00,76.00;66.00,77.00;65.00,88.00;49.00,87.00"
14,"78.00,85.00;110.00,76.00;109.00,91.00;107.00,105.00"
20,"144.00,86.00"
26,"184.00,87.00;158.00,80.00;173.00,81.00;173.00,92.00;158.00,91.00"
10,"65.00,173.00"
28,"148.00,174.00"
16,"104.00,171.00;79.00,163.00;93.00,157.00;104.00,159.00"
22,"117.00,157.00;132.00,164.00;132.00,182.00"
23,"116.00,186.00"
17,"103.00,186.00"
