patch_id,keypoints
21,"130.00,125.00;114.00,139.00;129.00,143.00;142.00,140.00"
15,"101.00,136.00"
27,"155.00,136.00"
8,"57.00,82.00;69.00,77.00;68.00,87.00"
14,"96.00,85.00;83.00,77.00;82.00,88.00"
26,"155.00,87.00;168.00,80.00;181.00,80.00;182.00,90.00;168.00,90.00"
32,"193.00,85.00"
16,"81.00,171.00;99.00,162.00"
28,"168.00,173.00;153.00,162.00"
22,"127.00,170.00;114.00,157.00;127.00,160.00;139.00,157.00"
20,"128.00,79.00;128.00,94.00;129.00,109.00"
29,"154.00,186.00"
23,"140.00,190.00;127.00,191.00"
