patch_id,keypoints
21,"116.00,119.00;139.00,134.00;114.00,137.00;127.00,136.00"
15,"92.00,133.00;104.00,135.00"
8,"43.00,88.00;55.00,83.00;69.00,82.00;69.00,91.00;55.00,92.00"
14,"83.00,87.00"
26,"149.00,87.00;162.00,81.00;177.00,83.00;177.00,92.00;162.00,91.00"
32,"189.00,88.00"
10,"73.00,171.00"
28,"157.00,173.00"
22,"114.00,164.00;114.00,154.00;125.00,152.00;142.00,160.00;142.00,181.00;126.00,184.00;114.00,184.00"
20,"116.00,78.00;116.00,91.00;116.00,105.00"
16,"87.00,158.00;102.00,151.00"
