patch_id,keypoints
20,"116.00,109.00;139.00,88.00;114.00,78.00;114.00,88.00;116.00,98.00"
15,"88.00,125.00;101.00,127.00;100.00,143.00"
21,"136.00,127.00;114.00,129.00;125.00,128.00;113.00,147.00;127.00,144.00"
8,"37.00,85.00;50.00,79.00;66.00,78.00;65.00,87.00;50.00,88.00"
14,"79.00,85.00"
26,"182.00,90.00;155.00,81.00;170.00,83.00;169.00,93.00;155.00,91.00"
10,"63.00,162.00"
28,"157.00,166.00"
22,"112.00,159.00;144.00,152.00;144.00,174.00;126.00,175.00;111.00,174.00"
16,"81.00,149.00"
