patch_id,keypoints
21,"114.00,127.00;136.00,142.00;113.00,113.00;114.00,145.00;125.00,143.00"
15,"90.00,142.00;102.00,144.00"
8,"37.00,93.00;49.00,88.00;64.00,89.00;64.00,97.00;49.00,98.00"
14,"79.00,95.00"
20,"144.00,95.00;112.00,87.00;113.00,100.00"
32,"187.00,95.00"
10,"70.00,177.00"
28,"156.00,176.00"
22,"113.00,174.00;112.00,164.00;125.00,162.00;140.00,166.00;141.00,184.00"
26,"159.00,89.00;174.00,90.00;175.00,99.00;160.00,98.00"
16,"86.00,167.00;101.00,162.00"
23,"126.00,187.00;112.00,188.00"
