patch_id,keypoints
21,"131.00,121.00;114.00,140.00;128.00,142.00;140.00,140.00"
15,"103.00,138.00"
27,"151.00,138.00"
8,"51.00,88.00;65.00,83.00;64.00,93.00"
14,"94.00,91.00;80.00,83.00;79.00,93.00"
26,"152.00,93.00;167.00,86.00;181.00,87.00;181.00,97.00;167.00,96.00"
32,"193.00,93.00"
16,"84.00,177.00;102.00,166.00"
28,"166.00,177.00;154.00,166.00"
22,"130.00,175.00;119.00,160.00;130.00,163.00;141.00,160.00"
20,"127.00,84.00;128.00,96.00;129.00,108.00"
29,"154.00,185.00"
23,"141.00,189.00;129.00,190.00"
