patch_id,keypoints
21,"114.00,128.00;139.00,140.00;114.00,112.00;114.00,146.00;127.00,143.00"
15,"89.00,140.00;101.00,143.00"
8,"44.00,82.00;57.00,75.00;73.00,75.00;71.00,89.00;56.00,89.00"
14,"85.00,86.00"
20,"147.00,87.00;116.00,81.00;116.00,96.00"
32,"189.00,84.00"
10,"71.00,172.00"
28,"153.00,173.00"
22,"113.00,172.00;113.00,163.00;124.00,160.00;138.00,165.00;138.00,180.00;124.00,182.00;112.00,183.00"
26,"160.00,77.00;176.00,77.00;177.00,91.00;161.00,90.00"
16,"86.00,165.00;102.00,160.00"
