patch_id,keypoints
15,"90.00,126.00;91.00,112.00;79.00,143.00;91.00,145.00;105.00,144.00"
9,"67.00,141.00"
21,"119.00,142.00"
2,"24.00,93.00"
8,"66.00,94.00;37.00,87.00;52.00,86.00;52.00,97.00;37.00,97.00"
20,"129.00,93.00;145.00,86.00;145.00,96.00"
26,"173.00,93.00;160.00,87.00;160.00,97.00"
10,"49.00,178.00;63.00,165.00"
22,"138.00,180.00;121.00,166.00"
16,"91.00,174.00;79.00,159.00;91.00,162.00;105.00,159.00"
14,"95.00,85.00;93.00,99.00"
23,"121.00,188.00"
17,"105.00,192.00;90.00,192.00"
