patch_id,keypoints
21,"135.00,132.00;134.00,116.00;117.00,144.00;130.00,146.00;142.00,144.00"
15,"104.00,142.00"
27,"151.00,141.00"
8,"54.00,86.00;68.00,85.00;67.00,90.00"
14,"95.00,88.00;81.00,85.00;81.00,90.00"
26,"154.00,88.00;168.00,84.00;180.00,84.00;181.00,90.00;168.00,90.00"
32,"192.00,86.00"
16,"78.00,168.00;99.00,166.00"
28,"164.00,169.00;149.00,167.00;149.00,177.00"
22,"125.00,171.00;114.00,165.00;125.00,168.00;137.00,166.00;136.00,179.00;125.00,179.00"
20,"132.00,85.00;133.00,101.00"
