patch_id,keypoints
15,"110.00,123.00;85.00,135.00;97.00,138.00;110.00,141.00"
21,"135.00,135.00;123.00,138.00"
8,"37.00,88.00;51.00,84.00;67.00,83.00;67.00,92.00;51.00,93.00"
14,"80.00,90.00"
20,"142.00,89.00;112.00,81.00;111.00,95.00;111.00,109.00"
32,"185.00,86.00"
10,"66.00,169.00"
28,"156.00,169.00"
16,"110.00,165.00;82.00,158.00;97.00,152.00;109.00,155.00"
26,"157.00,82.00;172.00,82.00;174.00,92.00;158.00,92.00"
22,"124.00,153.00;140.00,158.00;142.00,177.00;125.00,180.00;111.00,180.00"
