patch_id,keypoints
21,"114.00,121.00;139.00,137.00;114.00,141.00;127.00,139.00"
15,"90.00,135.00;102.00,138.00"
8,"48.00,89.00;60.00,82.00;60.00,92.00"
14,"90.00,87.00;75.00,81.00;75.00,91.00"
26,"149.00,88.00;164.00,83.00;180.00,83.00;179.00,94.00;164.00,93.00"
32,"191.00,90.00"
16,"75.00,176.00;87.00,160.00;101.00,152.00"
28,"151.00,181.00"
22,"112.00,167.00;112.00,155.00;123.00,152.00;136.00,162.00;136.00,180.00;123.00,180.00;111.00,180.00"
20,"119.00,75.00;118.00,90.00;116.00,105.00"
