patch_id,keypoints
15,"106.00,121.00;82.00,135.00;94.00,138.00;106.00,140.00"
21,"131.00,135.00;119.00,138.00"
8,"39.00,90.00;51.00,84.00;65.00,83.00;66.00,93.00;51.00,94.00"
14,"77.00,90.00;107.00,81.00;107.00,95.00;107.00,108.00"
20,"139.00,88.00"
26,"178.00,89.00;152.00,82.00;166.00,83.00;167.00,92.00;153.00,91.00"
10,"66.00,174.00"
28,"150.00,177.00"
16,"105.00,174.00;81.00,166.00;95.00,161.00;105.00,164.00"
22,"117.00,162.00;134.00,167.00;134.00,184.00"
23,"117.00,185.00"
17,"105.00,185.00"
