patch_id,keypoints
14,"110.00,104.00;78.00,81.00"
15,"82.00,123.00;96.00,125.00;110.00,128.00;97.00,146.00"
21,"138.00,125.00;124.00,126.00;124.00,147.00"
8,"38.00,82.00;49.00,74.00;64.00,74.00;64.00,83.00;49.00,84.00"
20,"146.00,84.00;111.00,81.00;111.00,92.00"
32,"187.00,86.00"
10,"60.00,166.00"
28,"161.00,170.00"
16,"109.00,161.00;79.00,153.00;110.00,149.00;110.00,180.00"
19,"112.00,70.00"
26,"161.00,76.00;176.00,78.00;175.00,89.00;160.00,87.00"
22,"143.00,155.00;143.00,179.00;124.00,181.00"
