patch_id,keypoints
21,"114.00,121.00;140.00,135.00;114.00,140.00;127.00,137.00"
15,"89.00,134.00;101.00,137.00"
8,"42.00,87.00;56.00,80.00;71.00,80.00;70.00,91.00;55.00,91.00"
14,"86.00,90.00"
20,"147.00,91.00;116.00,83.00;116.00,96.00;114.00,109.00"
32,"190.00,87.00"
10,"68.00,167.00"
28,"159.00,169.00"
22,"114.00,165.00;114.00,152.00;126.00,150.00;143.00,156.00;144.00,179.00;127.00,183.00;114.00,183.00"
26,"160.00,81.00;176.00,81.00;178.00,93.00;161.00,93.00"
16,"84.00,156.00;101.00,149.00"
